0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,target
40,1,1,0,0,106,1,0,0,11,8,23,1,370,1,0,0
30,0,1,1,0,265,1,0,0,11,8,342,1,354,2,0,0
43,1,1,0,0,188,1,0,0,11,8,58,3,347,5,0,0
54,7,0,1,0,1012,1,0,0,11,8,33,3,175,2,1,0
43,1,2,1,0,24,0,0,0,11,8,68,1,363,1,0,0
39,1,1,0,0,476,1,0,0,11,8,212,1,349,4,0,0
37,0,0,1,0,1573,1,0,0,11,8,639,3,326,10,0,0
43,1,1,0,0,-404,1,1,0,11,8,205,2,306,1,0,0
47,7,1,1,0,311,1,1,0,11,8,238,1,301,3,0,0
53,4,1,1,0,218,1,0,0,11,8,27,6,344,12,0,0
49,4,1,2,0,666,1,0,0,11,8,337,1,309,6,0,0
30,6,1,1,0,8563,1,0,0,11,8,109,1,351,4,1,0
41,10,1,1,0,277,1,0,0,11,8,152,3,351,2,0,0
32,9,1,1,0,522,1,1,0,11,8,272,5,258,4,0,0
44,1,1,0,0,103,1,0,0,11,8,79,1,329,2,0,0
30,7,2,1,0,-158,1,0,0,11,8,426,1,370,2,0,1
34,1,1,1,0,-53,1,0,0,11,8,196,2,357,1,0,0
46,1,1,1,0,66,1,0,0,11,8,211,1,364,3,0,0
49,9,1,1,0,425,1,0,0,11,8,816,1,342,4,0,0
34,0,2,1,0,151,1,0,0,11,8,590,1,370,1,1,1
34,0,0,1,0,151,1,0,0,11,8,131,1,361,1,1,0
42,9,2,2,0,-411,1,0,0,11,8,78,5,292,3,0,0
45,1,1,0,0,0,1,1,0,11,8,36,3,172,5,0,0
30,7,2,1,0,194,1,0,0,11,8,74,3,301,3,1,0
55,0,1,1,0,859,0,0,1,11,8,148,6,308,1,0,0
36,4,1,1,0,339,1,0,0,11,8,279,1,354,1,0,0
52,0,0,1,0,3029,1,1,0,11,8,65,2,285,2,0,0
48,0,0,1,0,162,1,0,0,11,8,83,1,368,4,0,0
51,1,1,0,0,480,1,0,0,11,8,189,1,326,5,0,0
28,0,2,1,0,242,1,1,0,11,8,256,1,349,1,0,0
37,7,1,1,0,1543,1,0,0,11,8,451,4,85,2,2,0
27,4,2,2,0,498,1,0,0,11,8,191,1,369,3,0,0
37,1,1,1,0,342,1,0,0,11,8,340,2,175,1,0,0
39,1,1,0,0,467,1,0,0,11,8,7,5,285,30,1,0
41,1,2,1,0,1564,1,0,0,11,8,493,10,362,1,1,0
39,4,2,2,0,5073,1,0,0,11,8,1182,1,286,4,0,1
36,9,0,1,0,69,1,0,0,11,8,61,2,369,3,0,0
51,1,1,0,0,42,1,0,0,11,8,51,2,342,3,0,0
38,0,2,1,0,883,1,0,0,11,8,95,1,327,9,1,0
39,0,1,1,0,607,1,0,0,11,8,454,2,364,3,0,1
32,1,1,1,0,1787,1,0,0,11,8,87,4,357,4,0,0
33,4,1,1,0,2858,1,1,0,11,8,175,1,298,5,0,0
45,1,1,0,0,353,1,0,0,11,8,204,1,364,1,0,0
39,4,2,2,0,202,1,0,0,11,8,59,1,301,1,1,0
37,1,1,1,0,-251,1,0,0,11,8,146,3,370,1,0,0
37,1,1,1,0,3420,1,0,0,11,8,77,1,301,2,0,0
44,7,2,1,0,492,1,0,0,11,8,56,1,361,2,1,0
36,2,2,0,0,5,0,0,0,11,8,396,1,172,3,0,0
32,3,1,1,0,0,1,0,0,11,8,549,1,368,2,0,0
39,1,2,1,0,175,0,0,0,11,8,17,1,365,2,1,0
37,7,1,1,0,42,1,0,0,11,8,107,3,369,4,0,0
39,4,2,2,0,0,1,0,0,11,8,561,4,369,3,0,0
47,7,1,1,0,367,1,0,0,11,8,309,1,306,4,2,1
42,4,1,2,0,0,0,1,1,11,8,139,3,361,4,0,0
59,0,1,1,0,92,1,0,0,11,8,139,2,350,1,0,0
35,1,2,1,0,855,1,0,0,11,8,549,1,300,1,2,1
26,2,1,2,0,38,1,0,0,11,8,119,1,294,5,0,0
40,7,2,1,0,1547,1,0,0,11,8,88,2,173,1,2,0
36,1,1,0,0,300,1,0,0,11,8,57,1,342,1,0,0
34,9,1,1,0,210,1,1,0,11,8,211,2,173,1,0,0
28,9,2,1,0,1453,1,0,0,11,8,246,1,343,1,1,0
29,4,1,2,0,13186,1,0,0,11,8,322,1,350,2,0,0
35,0,2,1,0,10,0,1,0,11,8,357,1,175,4,0,0
33,0,0,1,0,-417,0,0,0,11,8,337,1,347,5,0,0
51,1,1,0,0,1164,1,0,0,11,8,100,1,369,2,0,0
35,1,2,1,0,68,1,0,0,11,8,334,1,347,6,0,0
30,1,2,1,0,0,1,0,0,11,8,271,1,349,4,0,0
35,7,0,1,0,0,1,1,0,11,8,95,4,357,1,0,0
40,4,1,1,0,0,1,0,0,11,8,223,4,258,3,0,0
40,0,1,1,0,419,1,1,0,11,8,92,1,369,1,0,0
56,1,1,0,0,373,1,0,0,11,8,179,1,350,1,0,0
44,1,1,0,0,887,1,0,0,11,8,165,2,363,1,0,0
37,6,0,1,0,-38,1,0,0,11,8,165,1,175,2,0,0
47,0,1,1,0,663,1,1,0,11,8,409,1,274,6,1,1
37,7,1,1,0,335,1,0,0,11,8,107,2,368,2,0,0
31,1,1,0,0,2581,0,0,0,11,8,240,1,365,2,0,0
46,1,1,0,0,804,1,0,0,11,8,1063,2,361,1,2,1
52,1,1,0,0,-637,1,1,0,11,8,161,5,174,2,0,0
60,6,1,1,0,18,1,1,0,11,8,399,4,343,1,1,0
37,9,2,2,0,1894,1,0,0,11,8,1925,1,351,7,1,0
41,1,0,1,0,139,1,0,0,11,8,178,3,370,1,0,0
36,9,2,1,0,75,1,0,0,11,8,485,2,342,4,1,0
49,4,0,1,0,1598,1,0,0,11,8,76,2,348,1,0,0
33,4,0,2,0,-634,1,1,0,11,8,163,2,350,1,0,0
44,4,1,2,0,870,1,1,0,11,8,118,2,369,1,0,0
27,0,2,1,0,292,1,0,0,11,8,53,9,362,8,1,0
37,0,2,0,0,912,1,0,0,11,8,637,3,328,22,1,1
59,0,1,1,0,1575,1,0,0,11,8,301,3,263,11,2,0
46,1,1,0,0,4170,1,1,0,11,8,118,2,357,3,0,0
54,1,1,1,0,143,1,0,0,11,8,278,2,309,5,0,0
43,1,1,0,0,-98,1,1,0,11,8,112,2,330,3,1,0
38,4,2,2,0,3646,1,0,0,11,8,1710,2,286,1,1,1
50,0,2,1,0,5816,1,0,1,11,8,217,1,175,2,0,0
36,1,1,1,0,98,1,0,0,11,8,415,1,344,1,0,0
33,0,2,1,0,-15,0,0,1,11,8,326,3,350,2,0,0
50,1,0,0,0,15,1,0,0,11,8,173,2,350,7,0,0
40,4,2,2,0,-50,1,0,0,11,8,306,2,350,1,0,0
40,7,1,1,0,1116,1,0,0,11,8,350,5,286,2,0,0
40,1,1,0,0,1411,1,0,0,11,8,224,2,357,2,0,0
40,1,1,1,0,327,1,0,0,11,8,474,2,357,1,0,0
49,1,1,1,0,5058,0,0,0,11,8,255,2,357,4,0,0
30,1,1,0,0,190,0,0,1,11,8,29,2,370,1,0,0
43,9,1,1,0,422,1,0,0,11,8,181,2,300,1,0,0
43,1,1,0,0,-25,1,0,0,11,8,254,4,365,2,0,0
49,1,1,0,0,3028,1,0,0,11,8,216,2,259,3,1,0
25,8,2,1,0,1116,1,0,0,11,8,85,2,71,3,0,0
33,7,1,1,0,204,1,1,0,11,8,142,2,357,3,0,0
41,1,1,0,0,5560,1,0,0,11,8,280,2,335,3,0,0
31,1,1,0,0,-199,1,1,1,11,8,149,5,299,10,0,0
49,4,0,2,0,108,1,0,0,11,8,288,2,350,2,0,0
40,7,0,1,0,209,1,0,0,11,8,302,2,344,3,1,0
59,0,1,1,0,145,1,0,1,11,8,556,2,287,13,2,1
37,9,1,1,0,64,1,0,0,11,8,239,4,278,2,1,0
31,4,2,2,0,2592,0,0,0,11,8,349,2,174,1,0,0
45,4,1,2,0,677,1,0,0,11,8,253,3,334,2,0,0
46,0,0,1,0,984,1,0,0,11,8,181,4,369,5,0,0
55,3,1,1,0,167,1,0,0,11,8,178,3,357,7,0,0
39,1,1,1,0,5092,1,0,0,11,8,206,2,329,6,0,0
44,1,2,1,0,492,0,1,0,11,8,209,2,351,3,1,0
36,1,1,0,0,356,1,1,0,11,8,692,4,172,4,1,0
58,2,1,0,0,1153,1,1,1,11,8,206,6,337,6,0,0
52,5,1,0,0,752,1,0,1,11,8,339,4,347,2,0,0
43,1,1,0,0,555,1,0,0,11,8,175,2,369,2,0,0
38,9,0,1,0,5733,1,0,0,11,8,173,8,278,4,0,0
49,7,1,1,0,271,1,1,0,11,8,541,2,330,2,1,0
48,7,0,1,0,201,1,0,0,11,8,242,3,371,2,0,0
60,9,1,1,0,-247,1,0,1,11,8,472,2,351,1,0,0
40,1,1,0,0,2495,1,0,0,11,8,135,2,354,3,1,0
46,1,1,1,0,1583,1,0,1,11,8,175,5,278,7,0,0
37,9,1,1,0,807,1,0,0,11,8,807,3,172,4,0,0
33,0,2,1,0,422,1,0,0,11,8,235,2,361,2,0,0
39,1,2,1,0,631,1,0,0,11,8,57,2,344,8,1,0
43,1,1,0,0,250,1,0,0,11,8,144,5,342,16,0,0
38,1,2,0,0,12130,1,0,0,11,8,455,2,328,13,0,0
40,7,1,1,0,949,1,0,0,11,8,285,3,287,8,0,0
38,1,1,0,0,1455,1,0,1,11,8,101,2,356,2,0,0
34,1,1,0,0,1309,1,0,0,11,8,456,2,364,1,0,0
40,1,1,0,0,332,1,0,0,11,8,339,2,369,3,0,0
46,7,1,1,0,2381,1,0,1,11,8,220,3,363,1,1,0
32,4,2,2,0,933,1,0,0,11,8,147,4,307,1,0,0
43,4,1,2,0,1158,1,0,1,11,8,236,6,342,1,1,0
40,1,1,0,0,1397,1,0,1,11,8,58,2,334,1,0,0
46,2,1,1,0,404,1,0,1,11,8,1388,7,347,2,0,0
38,1,1,1,0,0,1,0,0,12,8,57,5,349,1,1,0
42,1,1,0,0,402,0,0,0,12,8,31,7,330,17,0,0
35,9,2,1,0,399,1,0,0,12,8,496,2,345,3,0,1
36,0,0,1,0,1089,1,0,1,12,8,83,5,175,4,1,0
28,9,1,1,0,-302,1,0,0,12,8,152,4,366,3,0,0
46,2,2,2,0,1410,1,0,1,12,8,91,5,175,9,0,0
39,1,1,0,0,481,0,0,0,12,8,197,3,357,1,1,0
48,1,1,1,0,709,1,0,0,12,8,117,2,278,3,1,0
39,4,1,2,0,942,1,0,0,12,8,564,2,265,4,1,0
37,1,1,0,0,37,1,0,0,12,8,24,2,362,1,1,0
57,5,1,0,0,13,1,0,0,12,8,164,2,366,2,0,0
39,1,1,0,0,800,1,0,0,12,8,53,5,175,6,0,0
29,8,2,1,0,154,1,0,0,12,8,20,6,358,9,0,0
38,9,2,2,0,876,1,0,0,12,8,5,7,355,4,0,0
31,0,2,2,0,253,1,0,0,12,8,82,5,355,4,0,0
47,1,2,0,0,10558,1,0,0,12,8,81,3,174,2,1,0
41,0,2,1,0,334,1,0,0,12,8,14,4,331,22,1,0
36,1,1,1,0,1088,1,0,0,12,8,77,2,345,2,0,0
33,7,1,1,0,1078,1,0,0,12,8,320,4,175,4,1,0
42,7,1,1,0,-141,1,1,0,12,8,211,3,345,3,0,0
43,1,1,1,0,3,1,0,1,12,8,26,1,174,2,0,0
34,4,2,2,0,7263,1,0,1,12,8,38,1,37,1,0,0
57,5,0,1,0,-663,1,0,0,12,8,210,1,351,2,0,0
27,1,2,1,0,2,0,0,1,12,8,15,7,366,10,1,0
33,1,1,1,0,20,1,1,0,12,8,259,1,370,3,0,0
40,4,2,2,0,406,1,0,0,12,8,130,1,371,1,0,0
55,5,1,1,0,918,1,0,0,12,8,87,3,364,1,0,0
36,1,1,0,0,319,1,0,0,12,8,774,2,301,1,0,1
32,1,1,1,0,944,0,0,0,12,8,231,2,362,1,1,0
33,0,1,1,0,17,1,0,0,12,8,74,1,351,1,0,0
40,1,2,1,0,82,1,0,0,12,8,135,6,370,5,0,0
32,4,2,2,0,7444,1,1,0,12,8,22,1,370,1,0,0
46,1,1,0,0,512,0,0,1,12,8,32,1,301,1,0,0
34,0,1,0,0,412,1,0,0,12,8,217,1,287,2,0,0
51,7,2,1,0,516,1,0,0,12,8,370,1,363,1,0,0
30,9,2,1,0,115,0,0,0,12,8,152,1,351,1,0,0
32,7,2,1,0,481,1,0,0,12,8,150,3,174,4,0,0
38,9,2,1,0,864,1,0,0,12,8,364,1,348,1,0,0
28,1,2,0,0,431,1,0,0,12,8,68,2,363,2,0,0
38,9,2,1,0,61,1,0,0,12,8,109,1,359,8,0,0
33,4,0,2,0,312,1,1,0,12,8,23,1,359,3,0,0
31,1,2,1,0,397,1,0,1,12,8,134,1,350,7,0,0
42,10,1,0,1,-581,1,0,0,12,8,224,1,370,2,0,0
27,4,2,2,0,321,1,0,0,12,8,173,2,307,1,1,0
32,7,1,1,0,413,1,0,1,12,8,67,1,365,1,0,0
49,1,2,1,0,725,1,0,0,12,8,29,6,348,4,1,0
37,7,1,1,0,393,1,1,0,12,8,95,1,357,1,0,0
37,1,0,1,0,719,1,0,0,12,8,118,1,365,1,0,0
28,1,2,1,1,-2,1,1,0,12,8,172,2,364,5,0,0
50,4,1,2,0,2809,1,0,0,12,8,200,2,259,9,0,0
36,9,2,1,0,2151,1,0,0,12,8,134,1,370,1,0,0
51,1,1,0,0,40,1,0,0,12,8,79,1,370,1,0,0
50,4,0,2,0,100,1,1,0,12,8,157,1,299,3,0,0
23,7,1,1,0,14,1,1,1,12,8,19,8,358,1,0,0
39,1,1,1,0,1419,1,0,0,12,8,9,12,349,1,1,0
33,1,1,1,0,1905,1,0,0,12,8,39,1,301,2,2,0
39,9,0,1,0,807,1,1,0,12,8,69,1,260,6,0,0
38,4,2,2,0,15030,1,0,0,12,8,167,1,174,7,1,0
58,1,1,1,0,6004,1,0,0,12,8,133,1,274,6,0,0
35,1,1,1,0,1831,1,0,0,12,8,96,2,358,2,0,0
39,9,2,1,0,0,1,0,0,12,8,6,7,175,4,1,0
55,4,0,2,0,2171,1,1,1,12,8,318,5,176,1,2,0
35,1,1,1,0,233,1,0,0,12,8,66,1,176,1,0,0
37,7,1,1,0,655,0,0,0,12,8,272,1,342,2,1,0
31,6,1,1,0,131,1,0,0,12,8,294,1,370,1,0,0
55,1,1,0,0,-636,1,0,1,12,8,15,5,348,3,0,0
33,9,1,1,0,221,1,0,0,12,8,669,1,355,4,0,1
33,4,0,2,0,219,1,0,0,12,8,93,1,301,1,0,0
30,1,1,1,0,975,1,0,0,12,8,256,2,351,2,0,0
42,1,1,1,0,2157,1,0,0,12,8,149,1,364,2,0,0
50,1,1,0,0,0,1,0,0,12,8,131,1,364,2,0,0
44,10,0,1,0,2108,1,0,0,12,8,152,2,369,1,1,0
38,7,2,0,0,3715,1,0,1,12,8,41,2,327,17,0,0
32,1,1,0,0,50,1,0,0,12,8,275,1,370,2,0,0
28,0,0,1,0,451,1,0,0,12,8,302,1,301,1,2,1
32,9,1,1,0,-684,1,0,0,12,8,11,8,299,3,1,0
41,9,2,0,0,340,1,0,0,12,8,262,1,349,1,0,0
36,1,1,0,0,828,0,0,0,12,8,1512,1,345,8,0,1
45,2,1,0,0,58,1,0,1,12,8,119,3,371,3,0,0
24,8,2,1,0,493,1,0,0,12,8,85,4,358,1,1,0
32,1,2,1,0,2137,0,0,0,12,8,423,1,349,1,0,0
50,1,1,0,0,953,1,0,0,12,8,315,1,364,2,0,0
32,9,1,2,0,1503,1,1,0,12,8,44,1,278,2,0,0
43,4,0,2,0,497,0,0,0,12,8,66,1,363,22,0,0
33,4,1,1,0,350,1,0,0,12,8,205,1,350,2,0,0
34,1,2,1,0,2764,1,0,0,12,8,158,1,357,1,0,0
52,1,1,1,0,7180,1,0,0,12,8,276,1,364,1,2,0
50,0,1,0,0,246,1,0,0,12,8,234,2,299,5,0,0
39,1,1,0,0,3419,1,0,0,12,8,155,1,327,5,0,0
27,1,0,1,0,0,1,0,1,12,8,363,1,359,3,0,0
42,1,2,1,0,1080,1,1,0,12,8,951,3,370,4,0,1
50,3,1,1,0,7317,1,0,0,12,8,172,1,370,1,0,0
39,4,1,2,0,141,1,0,0,12,8,788,2,331,6,1,0
27,8,2,1,0,268,1,0,0,12,8,528,1,358,2,0,0
38,0,2,1,0,18,0,0,0,12,8,296,1,366,6,0,0
35,1,1,1,0,247,1,1,0,12,8,114,1,352,5,0,0
35,0,1,1,0,34,1,0,0,12,8,249,2,365,3,0,0
52,1,1,1,0,33,0,1,0,12,8,204,1,331,3,2,0
36,7,1,0,0,413,1,0,1,12,8,60,1,176,1,0,0
42,2,1,0,0,759,1,0,1,12,8,80,1,343,10,0,0
37,4,1,2,0,596,1,0,0,12,8,281,1,345,2,0,0
29,4,2,2,0,0,1,0,0,12,8,155,1,351,1,0,0
28,9,2,1,0,584,1,0,0,12,8,354,1,370,2,0,0
32,1,1,1,0,1779,1,0,0,12,8,191,1,342,2,0,0
35,1,1,1,0,577,0,0,0,12,8,55,1,364,1,0,0
50,4,1,1,0,42,1,0,0,12,8,85,2,265,4,1,0
41,1,1,1,0,121,1,0,0,12,8,16,6,176,5,1,0
40,1,0,0,0,54,1,0,0,12,8,10,5,362,3,1,0
40,1,1,1,0,1023,1,0,0,12,8,64,5,336,11,1,0
36,1,1,0,0,1993,1,1,0,12,8,174,1,359,2,1,0
31,0,2,1,0,387,1,0,0,12,8,228,2,370,1,0,0
39,0,1,1,0,145,1,1,0,12,8,337,3,330,6,1,0
32,10,1,0,0,309,1,0,1,12,8,185,1,370,3,0,0
44,1,1,0,0,186,1,0,0,12,8,152,1,370,1,0,0
32,4,2,1,0,-119,1,0,0,12,8,231,1,370,1,1,0
44,1,1,1,0,1311,1,0,0,12,8,184,1,364,1,0,0
35,1,1,0,0,455,1,0,0,12,8,573,7,327,3,0,0
31,4,1,2,0,623,1,0,0,12,8,96,2,349,5,0,0
37,4,1,2,0,1852,0,0,0,12,8,117,2,370,1,0,0
44,1,0,0,0,25,1,0,0,12,8,201,1,344,7,0,0
40,6,1,0,0,2077,1,0,0,12,8,363,1,173,24,1,0
48,1,1,1,0,-85,1,0,0,12,8,56,1,343,1,1,0
43,1,1,1,0,171,1,0,0,12,8,96,1,364,1,0,0
25,9,2,2,0,1954,1,1,0,12,8,66,1,351,1,0,0
53,0,1,1,0,8892,1,0,0,12,8,177,1,174,1,0,0
34,4,2,2,0,76,1,0,0,12,8,747,2,371,3,0,1
47,4,0,2,0,-49,1,0,0,12,8,14,6,327,23,0,0
36,1,0,1,0,52,1,0,0,12,8,152,1,348,1,0,0
50,1,1,0,0,216,1,0,1,12,8,137,1,369,2,0,0
51,1,1,0,0,3185,1,0,0,12,8,154,1,174,2,0,0
28,3,1,1,1,65,1,1,0,12,8,165,1,300,1,0,0
47,1,1,0,0,-287,1,0,0,12,8,201,1,348,3,0,0
32,7,1,1,0,28,1,0,0,12,8,88,1,370,1,0,0
37,4,2,2,0,1339,1,0,0,12,8,96,6,173,4,1,0
36,9,1,1,0,55,1,0,0,12,8,38,2,369,4,0,0
45,1,1,1,0,192,1,0,0,12,8,154,5,176,1,1,0
31,1,1,0,0,1127,1,0,1,12,8,43,1,349,1,0,0
35,7,2,1,0,143,1,1,0,12,8,68,1,369,2,1,0
59,4,1,1,0,771,0,0,1,12,8,125,2,370,3,0,0
36,4,1,2,0,481,1,0,0,12,8,215,1,175,3,0,0
32,4,2,1,0,416,1,0,0,12,8,290,1,176,2,0,0
38,1,2,1,0,3344,1,0,0,12,8,143,1,352,5,0,0
40,7,1,1,0,-378,1,1,0,12,8,541,1,295,6,0,0
34,1,1,1,0,7063,1,0,0,12,8,309,1,350,9,0,0
37,1,1,1,0,0,1,0,0,12,8,54,1,300,1,0,0
30,7,0,1,0,341,1,0,0,12,8,54,1,174,1,2,0
41,0,1,1,0,158,1,0,0,12,8,426,1,50,2,0,0
44,1,0,1,0,338,1,0,0,12,8,133,1,370,1,0,0
33,7,1,1,0,162,1,0,0,12,8,135,1,364,2,0,0
30,0,1,1,0,396,1,0,0,12,8,366,3,348,2,0,1
32,7,1,1,0,1670,0,0,0,12,8,223,1,299,2,0,0
37,3,0,1,0,1040,1,0,0,12,8,199,1,173,2,0,0
47,1,1,0,0,-169,0,1,0,12,8,234,1,349,3,0,0
43,6,0,1,0,484,1,0,0,12,8,180,2,173,6,0,0
34,1,1,1,0,0,1,0,0,12,8,68,4,357,3,2,0
59,1,1,0,0,-91,1,0,0,12,8,239,1,369,5,0,0
56,4,0,0,0,26,1,0,0,12,8,194,4,359,2,1,0
37,1,1,1,0,513,1,0,0,12,8,134,1,362,3,0,0
32,4,0,2,0,1804,1,0,0,12,8,122,1,355,1,0,0
37,4,2,2,0,0,1,0,0,12,8,109,1,344,1,0,0
37,1,1,1,0,198,1,0,0,12,8,156,5,369,2,0,0
30,1,1,0,0,236,1,0,0,12,8,44,1,364,1,0,0
40,7,0,1,0,282,1,0,0,12,8,240,1,300,1,0,0
31,1,1,1,0,1078,1,0,0,12,8,248,1,330,3,1,0
44,4,2,1,0,-228,1,1,0,12,8,38,1,362,2,0,0
27,2,1,2,0,79,1,1,0,12,8,201,1,369,3,0,0
36,4,2,1,0,1331,1,0,0,12,8,77,3,174,1,1,0
51,10,1,1,0,-13,1,0,0,12,8,361,1,364,1,0,0
35,4,2,2,0,1396,1,0,0,12,8,809,1,300,1,0,1
38,7,1,1,0,780,1,0,0,12,8,262,1,343,5,0,0
35,9,1,1,0,1546,1,0,0,12,8,156,1,174,4,0,0
39,9,1,1,0,4741,1,0,0,12,8,166,1,338,10,0,0
51,1,0,0,0,-19,1,0,0,12,8,829,1,296,11,0,1
35,1,1,1,0,0,1,1,0,12,8,291,8,293,1,0,0
35,1,1,1,0,328,1,0,0,12,8,484,3,364,1,1,0
35,0,2,2,0,153,1,0,0,12,8,37,3,302,3,1,0
31,1,1,1,0,295,1,1,0,12,8,193,3,344,1,1,0
43,1,0,1,0,47,1,1,0,12,8,163,2,370,1,0,0
36,4,2,2,0,181,1,0,0,12,8,159,2,278,4,0,0
55,4,1,0,0,1691,1,0,0,12,8,358,2,174,1,0,0
34,1,1,1,0,467,1,0,0,12,8,195,2,357,2,0,0
44,4,0,2,0,388,1,0,1,12,8,246,2,370,2,2,0
40,1,1,1,0,125,1,0,0,12,8,119,2,370,1,0,0
33,2,2,2,0,1481,1,0,0,12,8,172,3,173,1,1,0
44,1,1,2,0,1371,0,0,0,12,8,788,3,363,4,1,0
33,4,0,2,0,5550,1,0,0,12,8,124,2,278,4,0,0
47,0,0,2,0,846,1,0,0,12,8,85,2,370,2,0,0
37,7,2,2,0,72,1,0,0,12,8,98,2,370,1,0,0
51,1,0,1,0,581,1,0,0,12,8,107,7,173,2,1,0
37,1,1,1,0,426,1,0,0,12,8,323,3,345,3,0,0
31,1,2,1,0,2194,0,0,0,12,8,275,2,357,1,1,0
44,4,1,2,0,12392,1,0,0,12,8,177,3,343,1,1,0
53,4,1,2,0,-1112,1,0,0,12,8,53,3,308,1,0,0
33,1,1,0,0,410,1,0,0,12,8,396,2,355,2,0,0
41,7,1,1,0,471,1,0,0,12,8,954,2,293,4,2,1
26,0,2,1,0,96,1,0,0,12,8,612,2,348,3,1,0
38,4,1,2,0,0,1,0,0,12,8,537,5,303,2,0,0
57,4,0,2,0,408,1,0,0,12,8,402,2,351,1,0,0
39,0,1,1,0,9618,1,0,0,12,8,94,2,338,1,0,0
47,0,1,1,0,642,1,0,0,12,8,197,2,363,2,1,0
44,9,2,1,0,33,1,0,0,12,8,195,3,351,10,0,0
37,1,1,1,0,-308,1,0,0,12,8,168,4,310,11,0,0
45,1,1,1,0,577,1,0,0,12,8,154,2,350,3,0,0
37,7,1,1,0,1328,1,0,1,12,8,121,2,341,4,0,0
42,1,1,1,0,-336,1,0,0,12,8,318,3,303,2,0,0
35,9,1,1,0,712,1,1,0,12,8,255,2,264,5,0,0
39,4,2,2,0,93,1,1,0,12,8,196,2,331,3,0,0
60,4,0,1,0,0,1,0,1,12,8,65,4,350,6,0,0
47,1,1,0,0,6150,1,0,0,12,8,444,2,174,2,0,0
32,1,1,1,0,210,1,0,0,12,8,308,3,364,1,1,0
46,1,1,0,0,5461,1,0,0,12,8,562,2,174,2,2,0
50,9,0,1,0,-54,1,1,0,12,8,698,2,292,1,0,1
49,7,1,1,0,2409,1,0,0,12,8,272,4,293,2,0,0
39,1,1,0,0,640,1,0,0,12,8,220,4,370,2,1,0
31,0,2,1,0,507,1,0,0,12,8,65,2,299,3,1,0
58,4,1,2,0,4152,1,0,0,12,8,76,7,13,6,2,0
57,1,1,1,0,25,1,0,0,12,8,378,2,359,1,0,0
46,4,1,2,0,1103,1,0,0,12,8,185,2,278,3,0,0
42,4,0,2,0,47,1,0,0,12,8,222,2,370,1,0,0
35,1,1,0,0,445,1,0,0,12,8,237,2,363,2,1,0
32,9,2,1,0,271,1,0,0,12,8,80,2,268,2,1,0
47,1,0,0,0,409,1,0,0,12,8,143,2,364,1,1,0
35,10,2,1,0,9,1,0,0,12,8,84,2,364,2,0,0
42,4,1,2,0,1162,1,0,0,12,8,406,5,364,1,1,0
45,9,0,1,0,809,1,0,0,12,8,155,2,363,4,0,0
51,7,1,1,0,107,1,0,1,12,8,99,2,369,4,0,0
34,1,2,1,0,39,0,0,0,12,8,254,2,299,3,0,0
51,1,1,0,0,1203,1,1,1,12,8,25,4,350,7,0,0
40,1,1,0,0,104,1,0,0,12,8,277,2,343,2,0,0
37,0,1,1,0,68,1,1,0,12,8,151,2,351,1,0,0
36,1,1,0,0,38,1,1,0,12,8,285,2,335,1,1,0
42,1,1,0,0,21,1,0,0,12,8,383,5,288,11,1,0
52,4,1,2,0,0,1,0,1,12,8,179,3,257,6,1,0
55,5,1,1,0,1279,1,0,0,12,8,446,3,357,8,1,0
39,1,1,1,0,0,1,0,0,12,8,513,3,176,2,0,0
42,7,1,1,0,108,1,1,0,12,8,225,2,365,7,0,0
32,1,1,1,0,335,1,0,0,12,8,240,3,370,1,0,0
35,1,1,0,0,298,1,0,0,12,8,135,2,370,2,0,0
33,9,1,1,0,668,1,1,0,12,8,771,2,173,4,1,0
40,1,1,0,0,830,1,0,0,12,8,873,3,370,2,0,1
55,9,1,2,0,639,1,0,1,12,8,992,5,370,3,1,0
31,7,2,1,0,1510,1,0,0,12,8,72,4,176,1,0,0
38,10,2,1,0,1354,1,0,0,12,8,364,2,343,4,0,0
49,2,1,2,0,4976,1,0,0,12,8,36,9,173,1,0,0
29,1,2,0,0,1768,1,0,0,12,8,426,3,344,1,1,0
35,9,1,1,0,-255,1,0,0,12,8,196,3,265,2,0,0
32,1,1,1,0,-446,0,0,0,12,8,126,2,344,1,0,0
42,7,0,1,0,83,0,0,0,12,8,300,5,358,6,0,0
35,7,0,1,0,78,1,0,1,12,8,630,3,371,3,0,0
47,7,2,1,0,897,1,0,1,12,8,48,4,176,2,0,0
28,1,2,1,0,5,1,0,0,13,8,178,2,360,3,0,0
26,7,2,2,0,130,1,0,0,13,8,24,7,302,1,0,0
31,4,1,2,0,22546,1,0,0,13,8,8,6,267,4,0,0
32,1,1,1,0,822,1,0,0,13,8,19,8,366,6,0,0
33,4,1,1,0,-224,1,0,0,13,8,152,2,259,8,1,0
30,1,2,1,0,348,1,0,0,13,8,14,3,358,1,1,0
28,0,2,1,0,20,1,0,0,13,8,17,5,370,4,1,0
47,0,1,1,0,120,1,0,1,13,8,18,6,365,11,0,0
46,1,1,1,0,2836,1,0,0,13,8,13,7,358,7,1,0
45,1,2,1,1,0,1,0,0,13,8,17,7,287,13,1,0
39,4,1,2,0,0,1,0,0,13,8,11,15,261,38,0,0
44,7,0,1,0,206,1,0,0,13,8,78,1,365,1,0,0
44,7,0,1,0,130,1,0,0,13,8,263,1,371,1,0,0
